comments,sentiments,compound
"Before you say Jack Robinson, they sweep it under the carpet like all is well and nothing happened.",pos,0.5574
Notice how Burutai has been forming Rambo with innocent armless citizens,pos,0.34
Have you verified it??,neu,0.0
Last week the minister of finance and economic planning said the nation borders will soon be open. ,neu,0.0
"Two days ago,  nanono aka brain filled with expired nunu milk came out to say the borders will remain shut,  and in fact the keys thrown into lagoon. Some fools on this platform supported the later comments likening it to what china did back then. Even though lives where lost just to attain the state they are in today. ",neg,-0.4939
My problem with those supporting the border closure and saying we should tow the Part China took years back is was the level of INSECURITY in China comparable to what is happening in the country as at now? ,neg,-0.516
"China did it and succeeded if at all it worked because there was a high level of security in their country guaranteed by the government.  In Nigeria of today, no region is exempted from the high level of insecurity experienced in the country,  from north east lead by iswap and bokoharam to Northwest lead by dissident bandits and kidnappers to Northcentral experiencing  prolonged issues of herders and farmers crisis to kidnappers and banditry...  The southern region isn't left out... ",neg,-0.5994
In all these where government should be sensitive to the plight of common Nigerians who don't have the wherewithal and financial chest to meander the tough path of hunger occasion by hardship in consonant with the pandemic decide to be paying higgi hagga with policies.,neg,-0.5859
"For God sakes the president should open the border so things will come in,  just like they have opened the border for dangote and imports of petrol products from Niger,  borders should be opened for the entirety of Nigerians.",pos,0.5574
FAKE NEWS!!!  It's disheartening that our so called government leaders are very articulate in changing Realities to be Fake News and vice versa. We have never had it this bad. Government of the worst citizens. Peace.,neg,-0.9463
"Learn to sleep alone, too much sexy cause brain damage.",neg,-0.2023
I suspect there i s some form of ethnic cleansing going on there. There are many Christians in Borno but virtually all casualty there are presented as another faith. Maybe they truly have oil there.,pos,0.3291
Be calming down now.... Common sarcasm is hard for you to understand! ,pos,0.1759
Were you not on NL when all those mofos were using those bad language on the Lekki shooting?,neg,-0.5423
 you JUST SAID IT ALL,neu,0.0
" One BMC zombie with different monikers, used to defend stupidity",neg,-0.4404
You're mad,neg,-0.4939
Are you truly a northerner?,pos,0.4404
Fake news,neg,-0.4767
"YOU NO GO DIE BETTER, THE CASE OF THOSE SLAINED COMPARE TO YOURS WILL BE WORST",neg,-0.8074
Sigh. Lord have mercy on Nigeria.,pos,0.3818
THAT'S beCAUSE YOUR POLITICIANS ARE BENEFITING FROM THE BUDGET AND FUNDING FOR BIKOHARAM ONCE THE CONFLICT ENDS SO DOES THEIR BANK ACCOUNTS DRY UP SO THEY WONT WANT IT TO END THAT'S WHY YOU SEE BOKO HARAM USING NEW VECHILES OF THE NIGERIAN ARMY CAUSE THEY ARE SPONSORED BY OUR POLITICIANS,neg,-0.6928
GOD HAS LONG ABANDONED YOU ,neg,-0.2263
Hope you guys are enjoying the massive vote you gave the dullard in 2015 election!! May the souls of the innocent people that didn't vote for this dullard rest in peace,pos,0.8217
soldiers want to save their LIVES,pos,0.5423
They were busy killing innocent people in obigbo so that have time to face the real criminals.,neg,-0.7717
"That's because the useless soldiers have all relocated to Obigbo, Afaraukwu and the south-east in general for python dance! Igbos IPOB and Mazi kanus' compound are their problem and not the bloodthirsty bokos!",neg,-0.7256
Fools!,neg,-0.5411
Are you sure you are okay? ,pos,0.4939
Do you have feelings at all? ,neu,0.0
Are you sane? ,neu,0.0
What's wrong with you?  ,neg,-0.4767
The NA will be smart enough and quick to kill innocent protesters at the Lekki tollgate  without blinking eyes and come out boldly to say they were called in protect mere properties and destroy lives.,neg,-0.2263
yenefer come defend your master idiot ...,neg,-0.5106
"Death has become 'normalised' in Nigeria! This is what happens when part of the country keeps quiet when those they despise are being slaughtered! What goes around comes around! When a man doesn't express outrage when his neigbours are being slaughtered.....when they come for him they'd be no one to come to his aid or speak up for him! Wanton ethno-religious inspired murder has been going on in this country since the 50s.....how many people have been caught, tried and sentenced to death?",neg,-0.9255
God will punish every nigeria service chief who have the report and refuse to act .,neg,-0.5423
Nass should move motions to impeach me president now to save north east from boko haram,pos,0.4939
Coward!Coward!!Coward! NA...it is better to disband the army .let the people fight for themself,pos,0.3544
" They're waiting for allah, so I'm waiting with them.",neu,0.0
So apt,neu,0.0
They cannot come when it's not #Endsars protesters.,pos,0.1695
"The've got no balls... Useless hegoats. They should go and share drinks and water for Boko^hari boys now, dem turn deaf & dumb like their masters.  Smh",neg,-0.7096
"Of because they didn't. They have lost all courage to face their enemies, who  could match them in fighting back with sophisticated arms. They are presently busy  fighting arm less protesters in Lekki-Lagos and thinking on how to launch more crocodile tears operation in the south.That is what they have been reduced to.. bunch of Cowards and saboteurs. ",neg,-0.3012
"I used to respect the Nigerian Army back them.I  would always want to greet them and thank them for defending us and our land, but no anymore.",pos,0.2023
"They will not respond swiftly to distress calls that involve life and Death from poor farmers in the north  but  were quick to zoom off to Lekki toll gate to shoot at arm-less protesters, holding the national flag and singing the national anthem. They even said they would do it again, if given the same opportunity but they do not have the same balls to face their deadly enemies in the North..",neg,-0.9041
"On point... misplaced priorities. Killing them like chickens, yet majority of them are in support of this government that can't protect them. ",neg,-0.3365
Anyway as they lay their bed soo they sleep on it... ,neu,0.0
"Haba, even boko^hari, the breathing mannequin  needs to be sacked.",neu,0.0
Nigerians are very lukewarm because we don't know our worth any longer. We've been deprived for so long that abnormality has become the norms and order of the day.,neg,-0.5812
Sad,neg,-0.4767
learn to spot sarcasm when you see one,neg,-0.2263
 Borno state is safer than Lagos State,pos,0.4215
the military chiefs are making more money from this insecurity in Nigeria they know more about this killing,neg,-0.8699
congratulations OBO to the WORLD,pos,0.5994
that's Davido's life... Aspiring to be as generous as Bill Gates,pos,0.5106
"Like his late mother's life, Dr Mrs Veronica Adeleke of Babcock, who donated buildings to Babcock, lectured for free and even bless poor students",pos,0.6705
"Unlike taqiya , BMC, and. Yoruba Muslim screaming miscreants",neg,-0.3818
"Yahaya bello's children as governor go to Dubai for Xmas shopping what will happen if he becomes president they'll probably go to the moon,  at the end politicians will be shouting patronize made in Nigeria brand ...our leaders dey take us catch cruise",neu,0.0
And don't forget to tell your husband to pay workers their salary,pos,0.0685
I don't even have someone to call to send me 1k.,neu,0.0
I celebrate with the people that are blessed,pos,0.8225
"Sometimes I feel like these rich people no get access to poor people even  if dem wan help, like only the rich  mix with the rich so...",pos,0.9217
Not hating though but they all spend life abroad yet can't replicate what they see in abroad down here..... Las Las na to make money enuf that even policeman go be your assistant,pos,0.2146
Seems these people don't have access to the extreme poor or poor..,neg,-0.4767
No qualms,neg,-0.296
This is so sophisticated,pos,0.6825
Davido the cheerful giver,pos,0.7096
Only god knows why he didn't give you musical talent,pos,0.5994
When they want to do shopping they do it abroad. When they are sick it's abroad. But when they die they want to be buried in Nigeria.,neg,-0.765
I can partner with Kogi State government to empower the youths through various skill acquisitions.,neu,0.0
Davido should have saved that money and give it to the less privileged. Those kids have more than enough which were looted from the masses by their useless dad.,pos,0.3832
Politicians and their families now live outside Nigeria. Okay,pos,0.2263
She can't talk to her husband to govern better,pos,0.4404
Yahaya Bello Presidency is something that still gives me wondering if Nigeria can ever be redeemed.,pos,0.3182
"it's only in Dubai you will see that our politicians are down to earth , no escorts , they do everything by themselves",neg,-0.296
good one,pos,0.4404
Nigerians Supporting Dubai again sha.  ,pos,0.4404
They destroy other people's future in this country but want theirs to enjoy the future.,pos,0.5423
"Most Black people especially most Nigerians, shouldn't be among other race on earth.",neu,0.0
" ...thought he said he's not doing politics....everybody dey deceive each other for this country.. well, learn how to make crazy money on Bitcoin, and profit like crazy if you no understand",neg,-0.296
"So he has not pay salary, people in his state are suffering while his children are enjoying in Dubai. ",pos,0.1521
Send your account let's share the 2k wey dey here,pos,0.296
Muslims. I expected them to be fully covered or is that for poor Muslims?,neg,-0.4767
VANITY UPON VANITY,neg,-0.4215
How many have you seen ?,neu,0.0
I dont understand. So if you become a governor in some years to come you won't give your children the best they deserve in Life? Your kids go dey shop for Aba or wetin. What are you keeping your money for?,pos,0.6767
Buying corrupt Politician children gift while the common Nigerians are dying he should have used such opportunity to remind those children that their father is responsible for hardship in kogi state.,pos,0.6908
Mtcheeew...Davido just dey throw away money!,neu,0.0
"As if Rashida and her kids lack anything. Trust me the Kogi lady is loaded with  Dirham ,Dollars, Euro, pounds,",pos,0.25
 That is the poverty triangle theory..... The rich continue to be rich while the poor are still poor. ,neg,-0.3182
"if na to go DUBAI, na there you go see these people",neu,0.0
A whole Professor Berlin don't even know his fellow professors to ask for 1k from? ,neu,0.0
problem for who no go Dubai for shopping.,neg,-0.5994
"After our leaders go tell us to grow the naira. Patronize made in Nigeria goods, but na dem dey travel out go grow other people's currency. ",neu,0.0
Thunder fire poverty,neg,-0.6908
Watch. I know where this is going. Soon you'll hear that Davido is running for public office. You don't have to be a genius to figure out how Nigerians roll.,neu,0.0
 I tried sending you a personal message but I don't know how,neu,0.0
 Please I have a question oo Where and how did he get huge amounts of money to send his children for shopping at Dubai?,pos,0.5574
Common Governor! Does he have any private business he is running amidst his administration,neu,0.0
"That is why visa ban frightens Africa politicians. The fact that their wifes and kids cannot go shopping in NY, London, Paris etc. Imagine if Dubai, turkey joins too.",neg,-0.743
"Meanwhile I hear our resident zombies, (they know themselves), their kids are doing their Christmas shopping at katankowa, Ikeja along, oshodi market bend down select as 30k bmc money no reach.",neg,-0.2732
OBO to the World,neu,0.0
I just feel like this guy is the Best Humanitarian in this country so far,pos,0.7717
Manny always sharing palliative,pos,0.4215
"HISBAH and MURIC we can't take this how can you allow Davido to be touching and holding the wife of a Muslim Governor. This is pure haram. LMAO,",pos,0.7603
Where would they now spend the looted money they took to the mall,neu,0.0
davido this is misplaced giving But Your money your spending,pos,0.34
How much is it to go to dubai my brother? Someone that has been a Governor for 6years. On the average a governor earns 11million naira in salary and allowances per month. Are you saying if you earn half of that a month you can't take your kids to dubai once in a year during christmas festivity to shop. Please be informed. As a governor he has a wide range of investments opportunities also.,pos,0.7964
Enjoying Kogi state money in Obodo Dubai. These our politicians doesn't hear word.,pos,0.5267
 If governors are paid what you stated above Then why do they still embezzle public funds?,neu,0.0
MADAM YOU HAVE THE GUTS TO TELL DAVIDO TO KEEP MAKING NIG PROUD WHAT HAS YOUR HUSBAND DONE IN government TO MAKE NIGERIANS PROUD?? WHY DONT YOU SAVE YOUR SPEECH FOR YOUR HUSBAND AND HIS POLITICAL FRIENDS USLESS PPL,pos,0.8654
"Human wants are insatiable. As you go higher in life, you taste and need increases. If you lack integrity and morally bankrupt, when you find yourself in a position where there are no institutions or structures to checkmate illegality and corruption, you are bound to loot. If you put 8 in 10 Nigerians as governors they will still loot and steal including you",neg,-0.8271
David and attention sha. Why lavish money on the wealthy if not for clout.,pos,0.3612
Bill Gates gives to the poor.,neg,-0.4767
Of course. And they will foolishly vote him. The have forgotten the disaster Desmond  elliot,neg,-0.8316
"We are not easily embarrassed. The IGP of our states could make Dubai x 20 since 2000, however we still want to be living in situations of filth. ",pos,0.0961
Pray you never visit Singapore or Botswana. You will cry,neg,-0.2023
And the final answer is.... Nigeria is a burial ground.,neu,0.0
"God could mean anything to me. Besides, you must be very very stupid to come at me like that.any of your gf get 1m for account? Bloody idiot",neg,-0.763
cute kids though,pos,0.4588
"Guy - it is called Networking - these favors will be returned somehow someday - What if Yahaya Bello becomes Minister of works after 2023, OBO wants contract, he will not bid like you and me- He will walk straight into his office and the face will be recognized - The rich seek and maintain friendships with their likes through these type of generosity - do not be fooled - It is called NETWORKING!!!!",pos,0.9472
"Well I'll be in Dubai Mall tomorrow too, hope i run into Frog Voice",pos,0.6124
"waiting for Yahaya Bello to declare public holiday for this, yes that guy stupidity can be predictable ",pos,0.3612
"but the first Lady kids are pretty, pretty mother is expected to have a replica",pos,0.8625
Any Nigerian who travels to Dubai and shops in the mall is not a poor person.,pos,0.3724
But is your husband kind enough to pay the salaries of the state government workers,pos,0.4588
"If there's any group of scammers or terrorist planning to create chaos and lawlessness, they should know, that the Army and SARS will treat them as enemy of the state",neg,-0.8442
How have they treated Boko Haram and bandits? Cursed government!,neu,0.0
"44 farmers beheaded in Borno, 7 indegens slaughtered in Kaduna. What has your worthless coward army done to that?",neg,-0.7096
Do they think I am not tired of this country. This time around I go join bokoharam bomb all available Ass.,neg,-0.4756
Pick up gun ...kill 1000s that's the only way nigerian government can respect you ,pos,0.1779
"Be peaceful , protest peacefully ,be none violent and face the full might of the Nigerian army",pos,0.8292
A coup plotter will always fear a peaceful protest. Buhari is afraid that he might be removed same way he overthrew a democratically elected government before,neg,-0.25
"The presidency is scared of unarmed protesters and deem it fit to use excessive force even to the extent of shamelessly killing the protesters but, when faced with armed oppositions like Boko Haram, and Fulani bandits they end up cowering in fear.",neg,-0.7615
"But dey will allow Boko Haram, Bandits and Kidnappers to roam free and have a field day in the country abi? Insecurity is ravaging the country but the government is more interested in attacking those asking for the change the same government promised",pos,0.549
But the Boko Haram that beheaded people will be treated as Regime Support!,pos,0.4574
"Leave them, #EndSars is their headaches",neg,-0.0516
Let's focus on getting this shithole out of recession,neg,-0.4215
"Your sponsor aka terrorist government sponsored the people that came to attack peaceful protesters, we can clearly see that but failed to mention that in the panel. Boko Haram must be friends of the state. ",neg,-0.4019
If the problem of this government is peaceful protesters we wonder what level bandits and Fulani terrorist are.,neg,-0.7269
"Truly buhari has lost goodwill, this is the man that many were shouting  for in 2015 and hoping that things will improve under him. Now he has to use the military to force people to love him",pos,0.8885
You're a shame to both living and non living things. ,neg,-0.4767
"UN's Food and Agriculture Organisation predicted that famine will hit northern Nigeria soon, your government is doing nothing about that. ",neu,0.0
"This warning came when you guys have farmers working in the farm, now 50+ of them have been slaughtered by patriotic bokoharam so expect the famine earlier than predicted. ",neg,-0.34
"Every sane government should be worried about this because when there's nothing else left to eat, both your police and army will be eaten. ",neg,-0.296
It's not like I expect a zombified person to understand anyways. ,neg,-0.2755
Good move....Any body who parades himself as a peaceful protester but take advantage of others by blocking the road and extorting law abiding citizens should b severely dealt with.,neg,-0.431
"Useless federal government supported by a delusional OP, actual terrorists aren't even their priority after killing dozens of people.",neg,-0.875
This government really doesn't deserve to be in power after the show of shame we've been witnessing.,neg,-0.4767
Nigeria is definitely not a democracy. What kind of brainless baboons do we have in power? ,pos,0.4019
Nigerian Army left Boko Haram in the North to slaughter peaceful #EndSARS protesters in Lekki. Now their priority is to curb freedom of speech and right to protest through baseless threats?,pos,0.4019
"See, at this point, youths must take to the streets again  and demand total freedom or else, this country is done for. ",pos,0.5719
It's obvious Boko Haram is sponsored by our Northern infested governmental parastatals.,neu,0.0
This government is very paranoid.,neg,-0.3167
"If only the man from Otuoke was this highhanded, we won't be in this mess now.",neg,-0.4357
"But why do they, by themselves, keep referring to their government as a ""regime""? If not that this country is being run like the military era?  ",pos,0.4329
Lai Muhammed should come and sanction UN please. We can't take this kind of biased reporting from them. ,neu,-0.024
"He should inform them that hence, we won't be receiving any form of aid from them again.",neu,0.0
 How can we live in  the same nation with people who don't  value human lives and properties. Do you want us all to be consumed?,neg,-0.1867
Hope you'vr eaten.,pos,0.4404
i Am ashamed of u.....,neg,-0.4767
Stay there and fool yourself..,neg,-0.4404
"Continue looking for who to vent your frustrated life on,instead of you to contrate on the massacre of innocent Nigerians and hold your leaders to account you are here looking for who to blame..",neg,-0.25
shameless man,neg,-0.34
Hausa killing hausa . Hausa do not care about killing or be killed,neg,-0.9511
LMAO.... But truly those slain farmers deserves our sympathy buh I shouldn't be crying more than the bereaved.,pos,0.5559
Arewa remains the most peaceful part of Nigeria and repentant BH will continue to be rehabilitated and reintroduce into the ever peaceful northern society.,pos,0.7897
Only a bastard preach one Nigeria And I never did ,neg,-0.5423
Southern unity and one Nigeria ain't same,neu,0.0
This is what it is.,neu,0.0
Even Boko Haram boys know Buhari is dead and gone!,neg,-0.68
Federal government should sanction United Nations.,pos,0.4215
"You are more of a bastard than the other bastards. In short you are the biggest bastard of them all. U are an infidel and a Jihadist, just shut the Bleep up, son of a crazy bitch.",neg,-0.9569
"Even if politicians are sponsoring BH, are they stronger than the Nigerian Police, DSS, Army, Navy, Air Force, Customs and Civil Defence?",pos,0.4588
Is the federal government not supposed to apprehend them?,neu,0.0
"This government has failed woefully and they won't agree they have failed,the useless minister of information will be saying rubbish, I don't blame him ,we have 3 years more for this useless government to finish their tenure and vote for a new government come 2023.",neg,-0.8927
"Anuofia, why don't you look within?",neu,0.0
"The point is that any one that want to go through these routes should avoid them by all means. If you can't afford 20k-40k for flight, please make that person sit his/her arse down.",pos,0.1027
There is still hope when there is life.,pos,0.4404
"God shall punish Buhari and all the Governors, Ministers, Commissioners and Local Governments Chairman. Including buhari the blood sucker",neg,-0.6908
As if we are not hungry enough..dont kill our farmers,pos,0.5773
"We that when they report 43, just know that the figure must be times two. Now UN has give us the correct figure. ",neu,0.0
North is only reaping what they sow. I only pity the lost souls who died without salvation.,neg,-0.7964
It is what it is. I smell fear,neg,-0.4939
Worst IG of Police ever! So incompetent like his pay master!,neg,-0.7716
Thousands are being killed in the north and this is what they can come up with? Talk about misplaced priorities,neg,-0.6705
"Cursed failed useless country, governed by wicked and heartless rulers ",neg,-0.9136
"Protesters with placards asking for a good governance is their headache, and social media is responsible for the violence/killing in the northern part of Nigeria ",pos,0.5106
That's why I can't waste my RIP when I read news of Bokoharam killing the northerners. Let the continue to die and kill themselves in numbers.,neg,-0.913
"Yes, we need Buhari to rule for another term, he's the best president and we all love him after all he has done especially in the areas of security. ",pos,0.926
See the useless of all useless government? They can't issue this kind of notice to Bandits/BHT who gruesomely murdered hapless Nigerians ystdy.See their wicked priority?,neg,-0.9447
The truth is people are not happy with government so any protests will always deteriorate to a protest against bad governance and the likes. ,neg,-0.6784
Jonathan/Pdp government had same situation. The only difference is Apc escalates protests rather than settle them.,neg,-0.2263
#Endsars should also be taken seriously to deal with all the issues of police brutality properly so we know that has been settled and anything else it a different protest entirely which is in any case still not illegal. ,neg,-0.5826
But what is the protest now for exactly?? Let's not disrupt society for no valid reason. ,neg,-0.5514
That guy is a clown,neu,0.0
@Buhari if you do your job well there will be no threat to your presidential seat.,neg,-0.5423
Useless people 43 people were slaughtered like chicken but this is all they can come up with? I am heartbroken,neg,-0.7964
Yes we should kill all protesters who are unhappy with Buhari. Doing that will solve all of the country's problems.,neg,-0.8225
They are more disturbed by #endsars protesters than shekarau,neg,-0.5849
You mean these lawless rogues they allowed to attack protesters?,neg,-0.6124
"She's just a lost cause, lockdown hunger forced her offline now she's back saying nonsense.",neg,-0.8591
She will later donate money to useless Hisbah and praise useless Buhari because she's in love with uselessness.,pos,0.1531
"Protest is allowed, rioters can be shot...protest must be peaceful, not looting, arson and vandalising, or blocking of expressway and highway. The law must be respected by all.",pos,0.4019
Funniest thing is no one is even moving a motion to impeach this clueless dullard in power,neg,-0.4723
"The federal government would treat any fresh demonstration against perceived police brutality or any other issue, particularly if it threatens to disrupt peace and security of any part of the country, as high treason aimed at unconstitutional regime change, highly placed security",pos,0.4472
"we die here, all of us",neg,-0.5994
Shall I go on?,neu,0.0
"No good news since this man resumed office, so why is he really scared of impeachment?",neg,-0.3597
whenever you type from your brain all what you just say is pool of SEWAGE cow poo(excreta) had taken over your brain,neu,0.0
What time did you went to bed last night? please where did you slept if at all you slept in the first place? ,pos,0.3939
And when 44 farmers are murdered and your lifeless dullard darling daddy could say was to condemn it and remain in shock till eternity and you his followers only come here to say oh rest peace to the dead.,neg,-0.8481
please cover your face in shame. If Mali way is the solution so be it. Everybody are tired and sick of your darling daddy and he must go.,neg,-0.2263
"Hypocrite, have you seen the recent massacre in the north? Where farmers where beheaded? Report says it could have been stopped but no #endsars protest its more important than the lives of Nigerians. You can't stop what is coming they are killing people in the north like chickens, they are our brothers and sisters. Let the north start the protest we in the south will continue until the promised change is delivered till then. #wemove",neg,-0.6415
Bandits and Boko Haram will be treated with honorable award..,pos,0.5423
It was for 2023. It was an attempt to present government to hand over power in 2023 to the side the protest started from. We saw similar protests after MKO Abiola debacle.,pos,0.0772
"People are dying everyday, and these bastards are busy talking about regime change. Selfish bastard idiots.",neg,-0.891
"God, I hate these politicians",neg,-0.3818
"Then the protest will come as a violent one since we know Government will respond violently. We will Carry clubs, knives, cutlasses this time and any casualty recorded on the peoples side will lead to more aggression and violence until fake Buhari run away into exile.",neg,-0.9721
the way you behave on this forumn will make people to suspect if you are a spy to  Boko boys. Walahi,neg,-0.296
"If you love yourself, avoid anti-government protests that #endsars was hijacked for. Rather protests on ground issues power costs, fuel costs, insecurity, etc. Those are things we should unite about.",neg,-0.3818
I understand.  It's already month end. You must collect your monthly stipend,neu,0.0
"when the army and sars cannot protect innocent 113 farmers from decapitation, you must be stupid.",neg,-0.7663
"Useless, bloodthirsty government of self serving thieves and sadistic Tyrants!",neg,-0.75
This federal government is really stupid..,neu,0.0
"Any other Protest will have a different name, a different purpose, and a different target.",neg,-0.25
"In 2015, Boko Haram was used to intimidate Nigerians to remove Goodluck Jonathan from the presidency.",neg,-0.2023
The Nigerians are wicked and heartless as well not just their leaders for their leaders from counsellor to governors are taken out from among them.,neg,-0.6705
Coming from a northerner who's brothers and sisters are being slaughtered daily like chickens,pos,0.3612
You should be so ashamed of your stupidity,neg,-0.784
Why won't we protest ? Is this the Nigeria buhari promised us?,pos,0.5574
Useless government that can't protect her citizens from terrorist attack is more bothered about peaceful EndSARS protest and remaining in power!,neg,-0.9217
It will never be well with them! Blood sucking demons ,neg,-0.2746
Boko Haram killing scores of nigerians is not an attempt at regime change?,neg,-0.6597
Looking for the comments from the official meat griller to our darling daddy.,pos,0.5859
The most clueless and cursed government ever.,neg,-0.4201
"May all the evil events happening under the regime of  spread to your families and loved ones, All yaisa, weyrey",neg,-0.128
Of course. EndSARS protest is a huge National Security Challenge and should be so treated. ,pos,0.4588
We can ignore minor and insignificant issues like beheading of 10s and 100s of innocent Nigerians by Criminal elements but certainly not the outspoken Nigerians who wants a better deal for the country.,pos,0.6956
Bastard,neg,-0.5423
How have they treated those that just killed over 40 poor farmers trying to earn a decent living ?,neg,-0.8225
"WE ARE IN A DEMOCRACY. AND SO, EVERY PROTEST THAT IS CARRIED OUT WITHOUT CLUBS, CUDGELS AND CUTLASSES IS A HUMAN RIGHTS PROTEST.",neg,-0.5509
"She stated pointedly:  .... The mistake they are making, however, is that they fail to realise that we have stronger security institutions here to resist unconstitutional regime change.",neg,-0.2263
Strong institutions to suppress unarmed civilians while hiding from  boko haram and kidnappers. I blame the north that returned Buhari because of religion.  They laid their bed.,neg,-0.0772
"what, please how did i find my self in this country ? so you want to beat a child and ask the child not to cry ? so we don't have rights to protest if we see anything wrong ?",pos,0.2197
How have you treated this bandits in the north?,neu,0.0
Are they ghost that you can't see them...? The joke is on you.,neu,-0.0258
Ok don't worry this time around the protest is going to be #endinsecurity.,pos,0.383
Useless entities.,neg,-0.4215
Nigerians will soon come out on the street for those electricity distribution companies if nothing is done with high estimated Billings to defraud customers.,neu,0.0
"Let the protesters get arms and see how soldiers will be avoiding them.. This government need iron hand.. Tackle insecurity ,they can't. Kill unarmed protesters, they are ready.. Stupid leaders",neg,-0.7692
We know where they have power.,neu,0.0
So they are planning another massacre or what?,neu,0.0
You lack ability to comprehend and relate with reality,neu,0.0
"They are the God fathers of bokoharam and bandits so dey pamper dem and retrain the ones dey capture and treat dem like eggs , refuse to see dem as terrorist and den send dem back to the forest, while peaceful protester's are been called terrorist , can you now see the country we found our selves ?",neg,-0.4767
This Buhari regime will not be forgotten in a harry,pos,0.1695
I am beginning to suspect this government. How can you attack peacefull protesters and allow the bokoharam and bandit to walk free? Shame to nigeria government.,neg,-0.6249
"They are afraid of a second protest or attack, I pity them, don't do the right thing and expect us to keep mute",neg,-0.743
They are clearly panicky and missing it. Endsars was spontaneous and I doubt the next major one will be any different.,neg,-0.5423
Shut up,neu,0.0
"God save your world, save our nation.",pos,0.8176
foolish idiot even arewa don get sense but you still continue to be a fool forever,neg,-0.7615
If the citizens where happy with him he won't be afraid,pos,0.5719
You are a mistake.,neg,-0.34
we are going to embrace revolution which will lead to a second civil war! ,neg,-0.4389
in this scenario the north will suffer a drastic loses which will lead to the separation of Nigeria!,neg,-0.7263
Nigeria is shithole and failed country.,neg,-0.5106
How have they treated Boko Haram and bandits,neu,0.0
Paid hoodlum,neu,0.0
"Yenefer , I pray as this Sun rise and Set, the Evil that befell those innocent farmers that went to make a living for themselves befall you and we will read the news as A FAKE NEWS on Nigeria COVER because no one will believe it happened because your HEAD will be SEVERED from your CADAVER.... It shall not be well with you... ELERIBU OMO APODA",neg,-0.8952
God will punish each and every one of those behind this.,neg,-0.3182
People are being beheaded in the most inhumane ways and they're talking about EndSARS.,neu,0.0
Look at how warped their sense of priority is ,neu,0.0
Have you heard that boko haram wiped out over a 100 people recently? Kindly help us tell the  Army and SARS to go do something about the NE.,pos,0.7096
We warned them but they thought we are fools...,neg,-0.1406
Enjoy your government and please stop complaining. When the bible said people began to eat their children you people don't understand.,pos,0.3612
"Yes the Army and SARS will do that but first of all search for the remaining corpses massacred in Borno on Saturday bury them let the Army and SARS arrest the perpetrators and deal with them decisively, cheap hungry sycophant like you, you are the worst enemy of the state since you have sold your conscience for peanut always supporting evil and refusing to speak the truth to your pay masters, the blood of the innocent will hunt you and this evil government for failure to do the needful and you are here talking about protesters instead of going after bandits and murderers ravaging the North.",neg,-0.9883
"I thought i am the only one bothered by the ""regime"" word.",neg,-0.3182
"The Army should know it has better job to do, with Boko haram killing over 100 people in Borno this weekend, than to be chasing UNARMED Protesters. Bandits killing and kidnapping Nigerians at will, but the Army is only focused on unarmed Youths who are demanding for a better Nigeria.",pos,0.25
"All these threats by the clueless military, would not INTIMIDATE NIGERIANS into SILENCE.",neg,-0.488
Can the Security Forces kill ONE MILLION Nigerians before they are Subdued? ,neg,-0.5106
"Ruling by FEAR only lasts for a while, the Nigerian Dictator should learn from History, if he is capable of learning.",neg,-0.3254
"And they should not forget, everyone of them will face Judgement at the international level, for their Crime against Humanity, killing of innocent and unarmed Nigerians.",neg,-0.7035
"I hope it is clear tot he world now that just because a leader wears Babanriga or organises a sham election, it does not mean you are in a Democracy.",pos,0.6705
Democracy does not use Violence to silence the voice of Protest/dissent.,pos,0.5096
Only Despots do that. ,neu,0.0
"Nigerians must start documenting the atrocities of Buhari and his henchmen in the military/Police and send same to the United Nations and ICC, these people must be made to pay for their atrocities, in due course. ",pos,0.34
"But if the President is listening, why are they arresting the protesters and issuing even more threats?",neg,-0.6115
"YES, it's attempt at regime change. So what are you fools gonna do?",pos,0.0601
Oh my God,pos,0.2732
"Honestly, l have never seen a group of Men in Uniform, that is this Shameless!",pos,0.1386
"And the Paranoia of this President makes me think he will sh!t in his pants and run, if he sees is own shadow walking alongside him  ",neg,-0.3164
"It is only God that preserves, not violence or the Army. ",pos,0.6591
"Without pulling strings or resorting to insults, what is your impression about the massacre in Bornu State? Just be honest. ",pos,0.34
" you're thinking you've sense now until it gets to you and your family, then you will know how it feels",neu,0.0
Government should wait for the people the masses are more than the security forces in Nigeria  95 times 95%,pos,0.3947
"Government should check what is happening in Uganda  ,You will kill and tired even the military the police airforce will still kill members of their families too every one have relationship with one of the forces in Nigeria",neg,-0.9231
"Which God preserves? The actions you take determines you would be alive or not, only in rare cases you have no control over that and that is not the work of any God.",pos,0.5574
"The country is heading for doom, if they continue in this pattern.",neg,-0.4019
"But the citizens have the right to demand regime change, afterall they voted you in there to do what's good for all. So if you fail, like you obviously have, they can demand that you get outta there.",neg,-0.0935
Congrats............,neu,0.0
yet PhD holder are still struggling to find their path in this useless country. Nigeria and Lagos state is upside down,neg,-0.7227
Money don't care whether you have PhD or not. Everyone deserve the right to good living whether educated or illiterate.,pos,0.0701
Nigerians have been wired with this bullshit that the educated alone deserve good living while the uneducated should be confined to the wretched part of the society.,neg,-0.5574
"If just looking at the surface, this guy is a member of the NURTW, a government recognized union body, so you don't need to say the country is upside down because of him building a hotel. ",neu,0.0
