comments,sentiments,compound
Okay will try it.,pos,0.2263
But how much does it go for?,neu,0.0
Can it be found in a pharmacy?,neu,0.0
please read about tonsil stones,pos,0.3182
Guess its your problem....,neu,0.0
"I can say you're getting it wrong. Bad breath doesn't comes from the teeth. It's a result of bad tongue. Brush your tongue well enough, Don't forget to keep on brushing it. It's from the tongue. Try it one month and see the difference",neg,-0.8092
I appreciate your response ma.,pos,0.4019
Is there a drug to quicken this detoxification you are talking about?,neu,0.0
I am open to suggestions that won't cut a hole in my pocket.,pos,0.2057
Thanka for everything.,neu,0.0
Send my regards to your personal person.,neu,0.0
Can I get all of these for less than 2k? Because that is all that I have currently in my account.,neu,0.0
"Oral B pro health helps a lot.worked for someone i know......... Make it your toothpaste... and don't ever Miss your brushing.continue in that vein for months,you will get there",pos,0.4667
I would like to contact you as well. That tonsils stones do come out white/grey from my throat as well.,pos,0.6908
Thanks ma for you inputs.,pos,0.4404
"But going to a dentist is way off my budget. The last one I went to fleeced me of my hard earned 4,500 naira with nothing to show for it.",neg,-0.1027
So visiting one is out of the equation for now till I can save up some money and go to another better hospital.,pos,0.7269
Some people recommended an ENT specialist so I believe that is the person I will need to have an appointment with.,pos,0.2023
"Like I said, it is way off my budget now.",pos,0.3612
Which antibacterial mouthwash do you recommend?? ,pos,0.4329
"Is it sold for less than 2,000 naira?  Because that is all I have with me. I can't afford the expensive ones, they might not even be that effective.",pos,0.4767
Just need a cheap one that I can try.,neu,0.0
Thanks for wise inputs ma. I appreciate.,pos,0.8271
Hope you are faring fine over there?,pos,0.5719
Go and look for Flagyl from the pharmacy stores and start drinking.,neu,0.0
 The bad breath stems from your stomach and avoid milk products as well. Goodluck,neg,-0.5574
"Nice gesture , but Bros abeg help us confirm am na , let's know what other step to take",pos,0.6652
See how you just open your mouth waaaaaaaaa,neu,0.0
Bro.....make use of Baking soda....its sold for 400naira ....after brushing normal with tooth paste ...put it in your mouth with small water so it forms a paste...then brush....you can also miss it in water and drink ....someone told me about that also...do it 2-3 daily ...that odour go run....its also use for body odour.....using on armpit.....u can also mix the baking soda with lime .....before using in your mouth...it works .....,neg,-0.1531
"I think aloe vera does detoxify. You can just get some aloe vera leaves and cut them inside some litres of water. Let it soak for like 24hours and extract the water inside a bottle. Drink every morning. It should help in detoxifying your guts. But if you can afford the already made aloe vera extract at the pharmacy, that's fine too.",pos,0.5994
 Don't listen to any miracle solution here. The most important thing to do is to figure out the cause of your chronic bad breath. ,pos,0.5709
Do you drool at night while sleeping or wake up with your mouth filled with saliva? Dry mouth is also the leading cause of bad breath because it hastens bacteria growth. The truth is that it can't be completely cured but effective management is very possible.  ,pos,0.6952
Brushing your tongue and the roof of your mouth combined with a mouthwash will give you 12 hours of fresh breath unless you have an infected mouth or tonsils.,neg,-0.2263
"did you discover this bad breath yourself? if yes then Satan may be lying to you, it's people outside your body will know that you have bad breath",neg,-0.8735
problem get two tires.,neg,-0.4019
"Your tongue is the main culprit when it comes to bad breath, when brushing always pay more attention, have you tried  hexidin mouthwash ? ",neg,-0.5994
Eat more of fruits and vegetables,neu,0.0
Your down below will even smell worse. Mumu.,neg,-0.4767
"Sorry about your predicament, I usually don't make comments here but your case is quiet touching.... My grandma had same issues but she is ok now, I mean no more bad breath... You can chat me up if wish 08154423759.. Best wishes!!",pos,0.7575
It's about 5k but it's very good it's called Healthpoint Chlorhexidine Antibacterial Mouthwash. You also need a tongue cleaner everything will be 6k for everything. You definitely do not need a ENT they don't deal with bad breath they will refer you to a dentist. You should save and go check for cavities. Or take antibiotics but that only stops the smell for a couple of weeks... send me a dm I will send you the 6k to buy the mouthwash and tongue cleaner ,pos,0.9591
This flossing sef,neu,0.0
What about those that have tightly packed teeth? Can floss go in between such teeth? Won't it cut and get stuck there if atall it passes through. ,neg,-0.1396
See mature reply .... may you find healing !!,pos,0.5242
"Go get charcoal; pulverize it and use it to brush your teeth and tongue very well, morning and night after dinner before going to bed. And make sure you always chew the charcoal intermittently and drink water.",pos,0.5709
"For the benefit of all,I suggest it would be better if you can post your solution here,alot of people have this problem but are shy to seek to for solution.",pos,0.4566
please kindly post it here,pos,0.6705
"Dear OP,",pos,0.3818
"Sorry about your condition. It can be frustrating, but don't beat yourself up. ",neg,-0.2732
Does your symptoms perhaps includes dry mouth especially when you wake up in the morning?,neu,0.0
"How often do you urinate? Do you have trouble chewing, speaking or swallowing?",neg,-0.4696
What to do in the meantime?,neu,0.0
Drink a lot of water. Few sips of water every here and then.,neu,0.0
Brush after meals with antibacterial mouthwash. And keep drinking water..,neu,0.0
"I believe that the underlying issue is dry mouth (xerostomia) which could be a symptoms of Hypernatremia. In basic term, it means that you have a high concentration of sodium in your blood.",neu,0.0
But you have to visit Otolaryngologist (ENT) for investigation. ,neu,0.0
Decayed cavities should be investigated also. ,neg,-0.3818
"For prescription, I'll leave it for your specialist. ",neg,-0.0516
He/she will know what to do.,neu,0.0
"Kind regards, ",pos,0.5267
Daniel,neu,0.0
Acids in food soften the enamel after eating. So it's advisable to wait at least one hour after eating before brushing.,neu,0.0
Sometimes bad breath comes from the stomach or tongue bcox tongue store more bacterial you need to get tongue scrapper from the super market it helps a lot that's wer most bad breath comes from if not from the stomach call me if you need any assistance in regard of the medicine for bad breath that comes out from the stomach 08126620816,neg,-0.6124
"No,some people are like that.My younger brother is like that if he does not brush for a full day,zero mouth odour.",pos,0.6124
"Depending if the pharmacy sells provisions, it's found in stores. 300, 400 and 600 depending and the one you are buying.",neu,0.0
"I suffered bad breath in the past, I got 400 naira own and today bad breath is a thing of the past to me",neg,-0.8807
"My brother, I missed those days when nairaland was a platform of solution to intense problem, nowadays kids joining nairaland making it uncomfortable for people of intellectual to visit, just kids trying to take advantage to flaunt their mumuness.",pos,0.1027
@op.,neu,0.0
"I'm sorry for your experience, hopefully you get a solution to this",pos,0.5719
"Dm@n niggar, I have send you mail tire, drop me your contact or email... Make we align aside bro",neg,-0.2732
just speechless,neu,0.0
"Am a Dentist and I can tell you for free,if you don't brush in a day your mouth starts to smell,not as much as for everyone but it will still smell..",neu,0.0
I understand how you feel my brother. You problem may not be in your mouth but in your nasal or alimentary canal whose effect only manifests through your mouth.,neg,-0.2144
"If you are in Lagos I can connect you to a dentist who will surely be of help. Though he works with a public hospital, trust me, he is one with a difference, he is really passionate and empathic  about his patients, just a session with him will convince you. He has a good relationship with some consultants, in case your case might need a higher level evaluation.",pos,0.9476
"Let me allay your fear by saying this is not solely about money, but it does not imply that you won't buy your medications. But the important thing is finding a lasting solution to this problem so you can return to your normal self.",neg,-0.128
"Brush daily, use mouth wash.....above all go for check up first",neu,0.0
You are funny. ,pos,0.4404
The allicin in the garlic that causes garlic breathe is actually the agent that cures the mouth odour. ,neu,0.0
If you are referring to garlic breath as odour aggravation then you got it all wrong.,neg,-0.4767
"Don't swallow because swallowing does nothing and Infact if you observe very well you will see that you usually egest out the garlic cloves just the way it was swallowed but when you eat it raw, you release the Allicin which is the main agent in garlic responsible for its curative properties.",pos,0.5642
Your own bad breathe is not caused by food particles nor bacteria from within your mouth. It comes from your stomach. You need to take care of you stomach. May be take enema. Sorry bro.,neg,-0.1531
Abeg Forget Corona mater ,neg,-0.2263
Edo No be Lagos,neg,-0.296
PDP is back. Edo no be Lagos. Time up,neg,-0.296
For APC. We go use their own broom sweep them,neu,0.0
Comot nationally,neu,0.0
Nobody is donating money again.So corona virus have gone back to the forest.,neu,0.0
"Cuomo pointed out that a recent report by the US Centers for Disease Control and Prevention proved one of his long-term propositions: the coronavirus has come to New York and was once the center of the global outbreak, mainly from Europe rather than China. He criticized President Donald Trump's coronavirus response, calling the pandemic in the United States ""a virus of American division and federal incompetence.""",pos,0.0772
Nigeria isn't Italy and USA,neu,0.0
Nigeria is free of corona,pos,0.5106
Remove Lagos from that scoresheet and see the outcome. That's why we say Edo isn't Lagos ,neu,0.0
Obaseki should start by opening the schools immediately.,neu,0.0
"Meanwhile our very own Gov Ganduje, I mean Gando...... (I remember hate speech fine) will definitely return in shame after the failed mission. I pray he open our schools immediately, Local man is tired of waiting coupled with APC confusion and deception. ",neg,-0.9201
Las Las Corona for Nigerian  na scam.,neg,-0.5719
Edo no be Lagos sha,neg,-0.296
coro keep going,neu,0.0
all is Well,pos,0.2732
God sits on the throne.  Bill Gate's unnecessary prediction didn't come to fruition.,pos,0.2732
Coro have catch am.,neu,0.0
He is in isolation center now.,neg,-0.4019
Election results,neu,0.0
"I carry Buhari beg una, make you remove Rivers State from you madness. Nobody is sick of corona here in Rivers. Thank you NCDC",neg,-0.5719
audio coro!!!  ,neu,0.0
 ! Govt are reducing the cases because no international funding to fuel there corruption. ,neg,-0.3595
Plandemic,neu,0.0
Have you people tested oshopikin after the election?,neu,0.0
"Abeg make you patronise me to see food chop, please.",pos,0.3182
"Just 3 death for corona virus? When herdsmen kill 20+ everyday, accident claim at least 15 death, cultist and armed robbers claim 30+, cardiac arrest caused by recession kill 100, boko haram kill 70 daily, I say corona virus is no longer a threat.",neg,-0.9889
corona virus na scam,neg,-0.5719
"Now that everyone is on the street, now less than 100, scammers ",neu,0.0
 Egoat have you dethroned References?,neu,0.0
"I did develop it in late 2018 for a few months though I'd never had it previously. But it actually came down to the fact that I'd relocated, and my diet had completely changed. ",neu,0.0
What worked for me was using floss picks. You'd be surprised by the stench from food residual sucked between the teeth that are hard to reach  which mouth rinse couldn't get rid of. ,neg,-0.6908
I've actually stopped using antiseptic mouth rinse after that debacle since I'd come to the realization that it's a waste of funds.,neg,-0.5719
Brush your tongue more...that is where the filth is....,neu,0.0
I wonder what kind of creature you are.,neu,0.0
"Buy Chymall beauty spray bottle. Just put alcohol or water and spary in your mouth always. Its a chinese ecommerce product. I use it, i have some for sale. You can google it. Call me on 08066471493",pos,0.5859
"Buy Chymall beauty spray bottle. Just put alcohol or water and spray in your mouth always. Its a chinese ecommerce product. I use it, i have some for sale. You can google it. Call me on 08066471493",pos,0.5859
Oregano Oil is the real deal in this your problem,neg,-0.4019
Ok Sir,pos,0.296
"ATTENTION..Please I suggest you brush twice daily and regularly especially the tongue, this is the practical step 1. Step 2 detox your system if possible look for something that will make you purge out for about two days. Step 3, once you start this process look for warm expeller too. This also helps to reset your entire system again because bad breath most times comes from the inside. Finally Step 4, try to treat infections. Sometimes hidden infections in the body can trigger bad breath. Urinary track infection, sexual activity or toilet infection. And I assure you will be fine again. Please avoid Garlic it can even cause you more serious bad breath.",neg,-0.3804
Kindly take strong antibiotics and follow it up with a good brushing habit,pos,0.8555
Most times the problem with bad breath occurs when some little details are not attended to. Also eating habit is also a contributing factor.,neg,-0.7553
Brush twice daily especially after dinner,neu,0.0
Also try to lay emphasis on the back of your tongue... Brush the tongue all the way to the back.. ,neu,0.0
Then rinse...,neu,0.0
"Hello,",neu,0.0
"I sent you a text. I think I have a solution for you which will cost you next to nothing. please call me on this no.: 08135347621. The reason why I sent you a PM is to give you my number, which of course I don't want to leave in an open forum like this.",pos,0.4703
 you nor well        ,neg,-0.2057
Shut up your mouth ,neu,0.0
Your rotten STD Infected rooster smells to the high heavens,neg,-0.5859
Mumu fowl,neu,0.0
" My thought, I will advice the Op go get himself treated medically and forget about all these brushing and leafs consumption.",neg,-0.2263
 compiscously talking from experience.,neu,0.0
Anytime I dae on things I dae normally use nose mask waka.,neu,0.0
"If I commot on date I dae like brush mouth after drinking alcohol, some guys find it difficult kissing you if they can taste the alcohol from your mouth",pos,0.5719
OP please take this very serious.,pos,0.1796
This shows your products is fake,neg,-0.4767
"Stay away from garlic, onions and kola nut. brush as many times as possible. use a strong mouthwash. scrub your gums and tongue and chew clorets gum occasionally.",pos,0.5106
 this guy mad oh  ,neg,-0.4939
"Get a Norland toothpaste. My kids were gradually developing this and when I arrived home after using Norland toothpaste by my wife, they are better off. Although, it is about 2k each",pos,0.4404
" The best and only cure for bad breathe or halitosis as being termed.but administered the right way.Op go buy bitter kola, every night on bed , bite some portion of it chew it don't swallow ,let it remain in your mouth till you wake the next day,go spit it out .Do this for some days and see result you seek all your life.it works like wonders.",pos,0.1027
"You see this mouth odour thing, e easy to clear na just your lifestyle",pos,0.6705
"1. Avoid all this fast food thing- biscuits ( major cause of tooth decay), chin chin etc",neg,-0.296
2. Dry drink  enough water,neu,0.0
"3. Avoid rushing food when your eating, take time to breathe please",neu,0.0258
"4. Brush in the evening before you go sleep, no rinse your mouth after brushing ( fastest way to pink lips). Brush again after breakfast in the morning",neg,-0.296
"5. if your village people are on top your matter, chew bitter kola at least once a day for like a week- that thing works. Or chew freshly growing guava leaves...",pos,0.3182
If none of it works....abeg na Buhari cause am,neu,0.0
You can get it in a supermarket too.,neu,0.0
"Firstly op,I want you to ask your mother or family member if you have bad breath because your mother who gave birth and cleaned you up will never lie to you about it if you have it because it could be psychological(olfactory reference syndrome).",neg,-0.4939
"My big bro is suffering from olfactory reference syndrome,he thinks he has mouth odor and he claims everyone is dodging him and he could also hear the smell,he was dying silently and secretly attempted suicide Severally until he opened up to me and my mum,it was a funny/sad experience for me",neg,-0.8402
"We smelt his breath morning, afternoon and night,it was the freshest breath i have ever heard but guy man no bliv me and mum uptil today he still thinks so,he doesn't socialize,no girlfriend always indoors,he has turned all his friends away,made us his enemies because we nowant to tell am truth,i have swear with Bible/my life he still no believe and it kills me seeing him like that believing something that isn't true,handsome niggi just dy waste away ",neg,-0.9052
"So it could be psychological even your dentist told you so,ask your mom first because only she fit diagnose you bro",pos,0.3612
Sorry for the long epistle,neg,-0.0772
"First start off with the incisors, making few strokes up and down. Ensuring to get the in-between of the teeth.",pos,0.2732
Then over to the canines and repeat the same up and down strokes both inside and outside.,neu,0.0
Same goes for the premolars and molars.,neu,0.0
"I will then proceed to scrap off the tongue, coming from the back of the tongue down to the tip. I do this a few times gently to avoid iritating the tongue.(Mine is quite sensitive, it bleeds easily)",pos,0.2023
"Finally, washes off with clean water.",pos,0.4019
"Was I doing it all wrong, doc?",neg,-0.4767
But i still got say that no matter ,neg,-0.2732
"I'm not a doctor boss, if your tongue or gum bleeds easy then you should supplement with citrus fruits and / or vitamin C. ",pos,0.6249
"I asked how you brush cause I had similar challenge when I was much younger. I'll brush my mouth just like you described several times in a row and my siblings will still be complaining about offensive mouth odours. At a time I felt everyone was just trying to get at me. All this changed drastically after I watched a dentist on TV advising 'me' to brush my tongue, gums, teeth, upper palate, lower palate (below the tongue) and the inside of the cheeks. ",neg,-0.4939
I may be wrong but I think garlic/onions can cause mouth odours as against what you heard. I was a bit busy that's why this is coming late. I do hope you find a good and lasting solution.,pos,0.8625
Aloe Vera juice,neu,0.0
"Hi what you are having Is called tonsil stones inside your mouth , watch YouTube and you will see how it is removed , once you do it wash your mouth and you will never have bad mouth odor again , every 2-3 days check the location of the stones have accumulated and remove them , you can use your hands to press it or get a tonsil stone remover . Take care",pos,0.7227
Gbamest!  ,neu,0.0
"Nice one, will need one of that soon",pos,0.4215
"Sorry about this bro. I really cannot imagine what you're going through right now. Life isn't fair after all, you just have to keep trying different methods and products till you find the root cause which I'm certain you will.",neu,-0.0418
"Someone mentioned Tonsil stones earlier. Trust me, you need to check that out because these small stones logged in the tonsils in the throat really stinks a lot.",pos,0.2516
Search YouTube videos on how to check if you've go this tonsil stones so you can rule that out if you don't.,neu,0.0
I pray you find a solution real soon.,pos,0.5574
Bitter kola better known as Orogbo in yoruba is the cure.......,neu,0.0258
"Minutes after chewing, you'd see that all that'll leave your mouth is warm breathe.......... ",pos,0.1779
"Chew again and again occasionally and before you know it, your warm breath is back... ",pos,0.2263
Its tested and trusted...,neu,0.0
"Note that its bitter o,",neg,-0.4215
Check for tonsils stone. ,neu,0.0
Deep brushing your tongue and both corners of your tongue can get some out.,neu,0.0
"I bring y'all good news, something that will profit all business owners, FCMB is offering zero Account Maintenance for SMEs. You can also enjoy limitless transactions with a business account click here to start ",pos,0.8402
"OP, buy medium brush. Run away from HARD brush. They make it feel like they've scraped your tongue but it's all lies. Use medium brush. For emphasis , run away from hard brush.",neg,-0.6269
"I'd recommend original FORMULA brush. Although they write hard on it, but it's medium. Get original formula brush. Now listen, don't use a toothbrush more than a week. The longest period should be  one week and half as it'll become too soft and it won't scrap your tongue well. Formula is just #250 so you can afford one every week.",pos,0.7783
Took me a while to realize how important the quality and texture of toothbrushes are to our breadth. ,pos,0.2023
Brush morning and night. (3-4 times each session). Try to eat after brushing too. Come here to thank me later  ,pos,0.3612
.,neu,0.0
"Again, don't use HARD brush .",pos,0.2116
"How can you be so ignorant.,",neu,0.0
"You have tonsil stones, go read about it",neu,0.0
"Nope, i didn't...",neu,0.0
I have been been suffering of mouth odour and body for the past three now I have tired most of those things been said here I guess my odour is coming from inside .can anybody tell how I can go about it or how can I detox myself ?,neg,-0.7184
just search for it. i can't do everything for you.,neu,0.0
 ever had any experience with tonsil stones? Having similar issues and may wanna ask a few questions about them,neu,0.0
 I experience similar situation and in my case I sometimes observe tonsil stones at the back of my throat. Some doctors said upper respiratory infection. Will like us to talk more about this. Please reply my pm,pos,0.6657
Have you visited the hospital for a cure since then?,neu,0.0
"Experiencing bad breath, check out ",neg,-0.5423
"Save yourself the stress and hassle of visiting a hospital, request a doctor home visit (doctor house call), or chat & video call with licensed medical professionals and specialists from anywhere you are. You can also order your medicines with their mobile application. ",pos,0.1027
Speak with a doctor for expert health advice on bad breath via ,neg,-0.5423
", how is your situation so far? Any improvement yet?",pos,0.5609
"Not personally - learned about it in one of my health science courses. You can get loads of info on google. As a process of cleaning your teeth daily, always deep clean when brushing and mouth wash (Linsterin or others) gargle your  mouth and throat.",pos,0.4019
Shut up ,neu,0.0
Your Dick is highly infectious and I am not interested ,neg,-0.6765
Smelling boy,neu,0.0
Chew bitter kola,neg,-0.4215
 it's internal,neu,0.0
Hello Nairalanders.,neu,0.0
I am a bit of a regular here... but had to create an alt account for anonymity sake.,pos,0.3919
"Like the title of my thread says, i've been suffering from this situation for years now and it's totally reducing my social life to shambles. ANd you may want to ask what I have done about this. I have done alot. I have been to quite a number of dentists. Some say it's a case of scaling and polishing, a procedure I allow them to carry on with, to no avail.",neu,-0.0018
"I have tried various mouth washes, various mixtures, various gums and I am getting fed up. I am having difficulties relating well with people outside because I want to always close my mouth. People are beginning to tag me a snub and proud person.",pos,0.128
"Please, that's why I have turned to you my e-pals. Do you know any powerful solution that has worked for someone you knew with chronic bad breath before? Are you a dentist on this forum and have an idea of how I can get rid of this social killer for good? Please your contributions will be very much appreciated.",pos,0.7743
Bad breath is not necessarily from your mouth but deep inside. Dentist will want to mk their profit but will not give you result. please look beyond a dentist for the solution,pos,0.8381
" Thanks for your input. But please what do you mean by ""beyond a dentist?"" please make me understand.",pos,0.7579
"I meant it may be coming from your breath and not your mouth, so going to a dentist is just wasting your time and money.",neg,-0.4019
...,neu,0.0
" Please Promise Me That While I'm advicing you, you Wont Open Your Mouth To Respond Yes Or No",pos,0.6249
Take these tips....along with brushing your tongue as much as possible....,neu,0.0
......and brace up to read many comments from some frustrated souls here. They abound..... Just hold on to the comments that help you and ignore the rest.,neg,-0.4939
All da best.,pos,0.6369
Why not just wash your mouth with Hausa perfume... Your mouth's scent will be fresher than a virgin's pussy,neu,0.0
Following,neu,0.0
Bad breath or mouth odour? you no go open up now?,neg,-0.7236
Run fast! You need to run your life!,neu,0.0
"This sounds like a cliche, but eat balanced diet and make sure to detoxify every couple weeks",pos,0.5719
Also see a doctor for a general body test,neu,0.0
Hypo helps.... ,neu,0.0
A trial will convince u,pos,0.25
Op,neu,0.0
Is locust beans your favorite food?? ,pos,0.5204
"Do have stomach ulcer? If yes, please treat it.",pos,0.7717
You need carton of toothpaste.. or beer still baba blue fit do the trick,pos,0.3182
My man try to be eaten garlic and I assure you with time it we stop.,pos,0.0516
"Okay, thanks. I appreciate.",pos,0.7579
" CONTACT ME, I HAVE SOLUTION TO YOUR BAD BREATH PROBLEM, I PROVIDED SUCH SOLUTION TO SOMEONE BEFORE...SO WHATSAPP ME ON: 08178000768",neg,-0.3818
Bad breath or mouth odour? you no go open up now ba?,neg,-0.7236
Somebody shared case of tonsil stone here sometime ago. Find out if that is your case,pos,0.34
Do you brush your tongue?..,neu,0.0
Eat more of garlic and onions it will stop. ,neg,-0.296
Then thank me later.,pos,0.3612
so sorry....,neu,0.0
" No sir, I don't. Thanks anyways",neg,-0.5583
Your tongue is the reason,neu,0.0
mad womanman,neg,-0.4939
ginger should be your best fend right now,pos,0.6369
I don't know why you wrote senselessly. You better pray for sense.  Mumu oshi,pos,0.6369
"Tonsillitis, bronchitis and respiratory infections could lead to severe mouth odour. Sometimes you cough out congealed spit that smell as bad as goat's ass. ",neg,-0.8625
The cure should b treating them infections with antibiotics and op try get Floss.  Floss your teeth after meals.,neu,0.0
 Use breath freshing menthol sweets.,pos,0.4939
bad breath is cause by some bacteria.go buy lemon tea and make sure you brush your teeth twice daily.. If you can do the above your problem is solve,neg,-0.4767
 Bad breath with garlic? you want people to be running away from him abi? you ha a bad perzin,neg,-0.6868
Its as a result of bacteria that cause dry mouth. Always carry a bottle of nestle water or any water in a little container. Make sure your mouth is wet evrytime.,pos,0.2585
Come and thank me later,pos,0.3612
Kill Joy,neg,-0.2263
"Post a picture showing your row of teeth,",neu,0.0
" but without your face showing, if you do mind anyone seeing your face.",neu,0.0
Seeing the picture could reveal or give an indication of the cause,neu,0.0
Sometimes it ,neu,0.0
could be down to internal issues,neu,0.0
It can be down to gingivitis or gum disease,neu,0.0
and also could be down to a buildup of bacteria in your mouth or tongue,neu,0.0
This could cause inflammation apart from giving off smelly odors or gases that smell like sulfur.,pos,0.5994
"Another thing that could cause it, is ",neu,0.0
post nasal drip,neu,0.0
"You don't suffer from this, do you?",pos,0.431
Use dental floss (waxed with mint) and a tongue scrapper regularly.,neu,0.0
"See a dentist. If the problem is not located in the mouth, you would be directed to the appropriate area for management. But do you have a hole in your teeth or bleeding gums. Have you done professional cleaning at a dental clini before? Do you eat garlic or ginger or cloves?",neg,-0.4696
why are you mocking him. You will get mouth odour ooo,neg,-0.4019
Do you know how irritating that garlic smell is?  Godforbid me to kiss anyone that reeks of garlic...,neg,-0.0516
Sorry bro. ,neg,-0.0772
You know what you will do now? ,neu,0.0
Go and do a test? Yes test. ,pos,0.4019
It is most likely going to be an infection. ,neu,0.0
Maybe STI or you have worms. ,neu,0.0
Go to a good hospital and do a test.,pos,0.4404
"I tink chewing of garlic and onions wil help in tym. Bt, always brush mornin & nite.",pos,0.4019
Wash your mouth with grind charcoal,neu,0.0
Learn to brush your tongue very well until it turns into a pink color. Many people still cannot brush well. They just brush their teeth and that's it. Dedicate time to brushing well and right. I hope this works for you...,pos,0.8434
 bad breath a blessing?,neg,-0.0772
Just buy Dr Agnes Nwanma dental herbal tooth powder. ,neu,0.0
It's just 100naira shikena,neu,0.0
"After making an error above, you still came back to type this same shit. Boy you belong to a zoo..",neg,-0.743
"When you think about it, the mouth is a dirty worksite: more than 600 kinds of bacteria live in the average mouth. Many produce smelly gases as they digest the tiny food particles lodged between your teeth and on your tongue. Some of the most offensive gases produced by mouth bacteria are sulfur compounds, which are formed during the breakdown of proteins. Garlic and onion also contain many sulfur compounds. A proper oral-hygiene routine, which includes brushing, flossing, rinsing, tongue cleansing and regular visits to the dentist, is an important first step",neg,-0.659
"But even with good dental hygiene your breath can still stink. About $1 billion a year is spent on breath-freshening products like gum and mints. However, these only work to temporarily mask odors. Fortunately, there are a few foods you can add to your arsenal in the battle against bad breath.",neg,-0.5267
"If bad breath is a persistent problem, talk with your doctor. It could be a sign of a more serious condition.",neg,-0.7778
Tea,neu,0.0
"For tea-rific breath, try a cup of tea. Studies suggest that drinking unsweetened black or green tea may help ward off bad breath. Both types of tea contain antioxidants called polyphenols that can help destroy the growth of bacteria that cause bad breathalthough green tea contains more because it is processed in a different way. ",neg,-0.5423
Water,neu,0.0
"Wet your whistleoften. Most odor-causing bacteria are anaerobic, meaning they thrive in a dry mouth. Therefore, drinking water helps flush out food particles and bacteria stuck in your mouth. Drinking water also promotes the production of saliva, which acts as a cleansing agent.",pos,0.4588
fruits and vegetable ,neu,0.0
"fruits and vegetables like Apples , Spinach ,Parsley and Basil help fight mouth odour agents",pos,0.3818
"men that thing sulks, was once a victim but am a free man now, I did not visit any doctor nor dentist. Ginger, garlic ND utazi leave that eradicated it for me, house praise the lord.......",pos,0.8591
Get stozon. Its for bad breath and body odour,neg,-0.5423
Check your tonsils and see if you'll some yellow patches. Do you have a foul taste in your mouth few minutes or hours after brushing.  Do you have noisy stomach?  Do you cough out tiny yellow stones that smell bad? Do you have constipation?  Your response is needed to tell you your next step.,neg,-0.6946
U may be showing symptoms of kidney or liver problem.  Don't rule out diabetes too.,neg,-0.4019
It's advisable you meet a physician and undergo some tests to see if your systems are ok as the cause is not from your mouth.,pos,0.296
Get pepsodent toothpaste and thank me later,pos,0.3612
ginger garlic and utazi actually cures ulcer ??,neu,0.0
Use lemon juice to flush your system. ,neu,0.0
Freshly prepared lemon juice mixed with about a glass of water five times a day. You may have to keep doing this from time to time.,pos,0.2263
 use antibiotics. Go and wash your month in the den,neu,0.0
" To be frank, I am just hearing of the tonsils stuff for the first time. I don't even know how to check for yellow patches as you have instructed. I don't cough out tiny yellow stones and I don't have a noisy stomach...",pos,0.1326
Hello Nairalanders.,neu,0.0
I am a bit of a regular here... but had to create an alt account for anonymity sake.,pos,0.3919
"Like the title of my thread says, i've been suffering from this situation for years now and it's totally reducing my social life to shambles. ANd you may want to ask what I have done about this. I have done alot. I have been to quite a number of dentists. Some say it's a case of scaling and polishing, a procedure I allow them to carry on with, to no avail.",neu,-0.0018
"I have tried various mouth washes, various mixtures, various gums and I am getting fed up. I am having difficulties relating well with people outside because I want to always close my mouth. People are beginning to tag me a snub and proud person.",pos,0.128
"Please, that's why I have turned to you my e-pals. Do you know any powerful solution that has worked for someone you knew with chronic bad breath before? Are you a dentist on this forum and have an idea of how I can get rid of this social killer for good? Please your contributions will be very much appreciated.",pos,0.7743
Use charcoal it works faster and better Dan any other mouth wash... Blend it and use brush to touch and wash,pos,0.4404
Long before you finish this you will have destroyed bad breath. ,neg,-0.7717
Therabreath was designed by a dentist to stop his daughter's bad breath. Don't know whether it's also sold in Nigeria but I expect it to be at high brow pharmacies.,neg,-0.431
This one that you are advertising your husband's toothpaste online. ,neu,0.0
What is this one saying?,neu,0.0
"Believe me, with this comment, you wont make heaven",neg,-0.4023
Most of the commenters are senseless. How can you idiots turn someone�s pain into a joke?,neg,-0.2732
"Op, brush you teeth twice a day, morning and night. Everytime you brush, you need to scrape your tongue. Get a spoon and use it to scrape the back of your tongue and move it forward, this might make you gag. But scrape until you are just getting clear saliva.  After that, use your toothbrush or a special tongue brush to brush your tongue very well.  Rinse your mouth. Get hydrogen peroxide and mix it with equal part water(50/50 ratio mixture). Put the mixture in your mouth and swish around your mouth for one minute(do not do less). Spit it out. Then put another mixture in your mouth and gargle for 30-60seconds. This will wash the back of tongue for you. You can do this mixture practice 4 times a day especially after you just finish eating.  So you can pour the mixture in a 3 ounce bottle and take it around with you whenever you go out.  ",pos,0.6478
"Hopefully this will help you greatly. Make sure you drink plenty water and leave sugary things along. Dry mouth and being dehydrated can cause bad breath. If you have excess dry mouth issue, chew minty gum",pos,0.507
" Yeah, I think I suffer from that post nasal drip of a thing.",neg,-0.3182
you get mind ooo,neu,0.0
"Sorry about that, but do you know always avoiding people by closing your mouth will increase the odour. Try to talk always even when you re alone....use chewing stick( dogoyaro) that will make you released saliva.",neg,-0.0772
Buy and use Euthymol toothpaste.,neu,0.0
Bro it may be the way you wash your mouth when you brush. You may have used several mouth wash and yet no result. please pay attention to how you brush your teeth.,neg,-0.0772
 Thank you for the empathy shown in your first sentence. i ignored those comments because ,pos,0.128
most,neu,0.0
 Nigerians are generally known to be largely insensitive. I expected something like this.,pos,0.1531
